address;flats;entrances;floors
улица Театральная, 24;34;2;5
улица Театральная, 26;37;3;4
улица Ярославская, 21;166;1;5
улица Ярославская, 23;175;1;5
улица Ярославская, 24;64;4;5
улица Ярославская, 20;107;3;9
улица 3 Интернационала, 35;80;4;5
улица 3 Интернационала, 9;79;4;5
улица 3 Интернационала, 15;80;4;5
улица 3 Интернационала, 57;261;2;9
улица 3 Интернационала, 13;80;4;5
улица 3 Интернационала, 7;80;4;5
улица 3 Интернационала, 1;80;4;5
улица 3 Интернационала, 7-а;80;4;5
улица 3 Интернационала, 31;84;5;5
улица 3 Интернационала, 4;134;4;9
улица 3 Интернационала, 5;80;4;5
улица 3 Интернационала, 3;64;4;5
улица Бакунина, 24;295;8;9
улица Бакунина, 47;311;8;9
улица Бакунина, 41;75;1;17
улица Бакунина, 43;71;1;17
улица Бакунина, 45;75;1;17
улица Бакунина, 2;100;2;5
улица Кропоткина, 1;144;4;9
улица Кропоткина, 13-а;224;2;17
улица Кропоткина, 10;106;2;12
улица Кропоткина, 2;65;5;1
улица Кропоткина, 15;140;4;9
улица Кропоткина, 9-а;80;2;10
улица Кропоткина, 7;40;2;5
улица Кропоткина, 9-б;79;2;10
улица Кропоткина, 11-а;279;7;10
улица Кропоткина, 3;107;3;9
улица Кропоткина, 5;92;1;17
улица Пограничная, 2;64;2;10
улица Пограничная, 1;145;4;9
улица Плехановская, 1;112;14;5
улица Плехановская, 46;50;3;4
улица Плехановская, 56;50;1;9
улица Плехановская, 22;362;8;9
улица Плехановская, 59;64;4;5
улица Плехановская, 40;57;3;5
улица Плехановская, 58;64;3;5
улица Плехановская, 2;45;5;4
улица Плехановская, 60;56;3;5
улица Плехановская, 33;31;2;5
улица Плехановская, 30;79;2;9
улица Плехановская, 13;48;3;5
улица Плехановская, 20;100;5;5
улица Плехановская, 21;56;2;5
улица Плехановская, 45;48;5;4
улица Плехановская, 25;60;4;5
улица Плехановская, 35;100;7;5
улица Плехановская, 43;50;4;5
улица Плехановская, 62;110;11;4
улица Плехановская, 6;189;10;5
улица Плехановская, 58-а;70;4;5
улица Плехановская, 18;80;5;4
улица Плехановская, 15;63;5;5
улица Плехановская, 51;68;4;5
улица Плехановская, 24а;36;3;3
улица Плехановская, 49;51;3;5
улица Серафимовича, 41-а;198;4;10
улица Старых Большевиков, 92-а;255;6;10
улица Старых Большевиков, 16;196;6;9
улица Старых Большевиков, 92;143;4;9
улица Старых Большевиков, 98;90;6;5
улица Старых Большевиков, 18;103;6;5
улица Старых Большевиков, 20/2;112;3;5
улица Старых Большевиков, 90;96;1;12
улица Старых Большевиков, 94;96;1;12
улица Старых Большевиков, 14;135;4;9
улица Старых Большевиков, 44-а;90;2;9
улица Старых Большевиков, 2;183;3;1
улица Дружинников, 26;83;6;4
улица Рижская, 2;180;5;9
улица Рижская, 10;70;1;12
улица Рижская, 6-а;136;2;17
улица Рижская, 4;216;6;9
улица Рижская, 6;213;6;9
улица Рижская, 14;71;1;12
улица Рижская, 8;165;11;5
улица Рижская, 12;71;1;12
улица Волгоградская, 43-в;119;3;10
улица Волгоградская, 45;351;4;13
улица Волгоградская, 31;72;4;5
улица Волгоградская, 7;40;4;5
улица Волгоградская, 43;159;4;10
улица Волгоградская, 1/2;55;3;5
улица Волгоградская, 29;76;4;5
улица Волгоградская, 33;186;3;5
улица Волгоградская, 2;54;3;5
улица Волгоградская, 49;161;6;1
улица Волгоградская, 43-б;80;2;10
улица Волгоградская, 51;161;6;1
улица Волгоградская, 47;163;6;1
улица Меркулова, 2;60;5;4
улица Никитинская, 35;32;4;5
улица Никитинская, 49;45;5;2=
улица Никитинская, 46;159;3;5
улица Никитинская, 16-а;64;3;1
улица Никитинская, 23;53;3;5
улица Никитинская, 44-а;118;2;5
улица Никитинская, 38-а;32;4;4
улица Никитинская, 49-а;45;2;45
улица Никитинская, 16;35;4;4
улица Никитинская, 21;80;5;5
улица Никитинская, 27;54;3;5
улица Никитинская, 44;80;4;5
улица Никитинская, 19;59;4;5
улица Никитинская, 25;46;3;4
улица Мира, 2;124;6;5
улица Мира, 1;200;8;5
улица Мира, 8;46;3;5
улица Мира, 4;32;2;5
улица Мира, 6;67;4;5
улица Мира, 3;162;14;5
проспект Революции, 49;36;3;4
проспект Революции, 9-а;241;4;1
проспект Революции, 36/38;54;3;5
проспект Революции, 11;42;5;4
проспект Революции, 53;37;3;4
улица Войкова, 19;53;1;9
улица Войкова, 17;40;2;5
улица Войкова, 6;208;6;10
улица Войкова, 8;82;1;12
улица Зои Космодемьянской, 9;90;6;5
улица Зои Космодемьянской, 19;128;4;9
улица Зои Космодемьянской, 15;80;6;5
улица Зои Космодемьянской, 13;100;6;5
улица Зои Космодемьянской, 7;143;4;9
переулок Ольховый, 9-а;356;7;10
переулок Ольховый, 2-а;124;2;16
переулок Ольховый, 5;90;6;5
переулок Ольховый, 3;90;6;5
переулок Ольховый, 11;120;2;5
переулок Ольховый, 2-ж;99;2;17
переулок Ольховый, 2-б;189;3;1
переулок Ольховый, 9-б;199;9;10
переулок Ольховый, 2-д;125;2;16
переулок Ольховый, 13;120;2;5
переулок Ольховый, 2-е;64;1;17
переулок Ольховый, 2-в;121;2;16
переулок Ольховый, 7;90;6;5
переулок Ольховый, 2-г;76;1;17
улица Тимирязева, 4-а;70;4;5
улица Тимирязева, 27-а;663;4;17
улица Тимирязева, 23-а;288;5;10
улица Тимирязева, 4;68;4;5
улица Тимирязева, 12-б;153;1;5
улица Алексея Геращенко, 4;140;4;9
улица Алексея Геращенко, 3;83;1;12
улица Алексея Геращенко, 6;56;4;4
улица Алексея Геращенко, 1;84;1;12
переулок Гвардейский, 2;188;6;9
переулок Гвардейский, 4;200;6;9
улица Баррикадная, 39;68;4;5
улица Баррикадная, 30;82;1;12
улица Баррикадная, 13;384;10;9
улица Баррикадная, 11;143;4;9
улица Баррикадная, 7;144;4;9
улица Баррикадная, 37;81;1;12
улица Баррикадная, 26;194;6;9
улица Баррикадная, 5;180;5;10
улица Баррикадная, 9;143;4;9
улица Баррикадная, 35;129;8;5
улица Баррикадная, 7-а;168;2;12
улица Баррикадная, 28;193;6;9
улица Баррикадная, 34;48;6;4
улица Баррикадная, 5-а;170;4;10
улица Писарева, 17-а;107;3;9
улица Писарева, 19-а;106;3;9
улица Писарева, 5-а;129;8;5
улица Писарева, 17-б;107;3;9
улица Писарева, 7-а;70;4;5
улица Писарева, 11-а;86;1;5
улица Писарева, 1-а;167;1;9
улица Писарева, 3-а;157;1;9
улица Писарева, 13-а;152;1;9
улица Платонова, 11/1;85;1;17
улица Платонова, 7;70;1;9
улица Платонова, 18;35;3;5
улица Пушкинская, 44;64;4;5
улица Пушкинская, 11-а;96;6;7
улица Пушкинская, 2;120;8;5
улица Пушкинская, 35;48;3;5
улица Пушкинская, 45;60;4;5
улица Пушкинская, 4;47;3;5
улица Пушкинская, 18;40;3;4
улица Дзержинского, 4;111;4;45
улица Дзержинского, 12-а;84;5;45
улица Орджоникидзе, 18;42;3;4
улица Орджоникидзе, 14/16;136;8;5
улица Орджоникидзе, 2/4;53;4;4
улица Саврасова, 86;798;10;41
улица Саврасова, 2;103;3;9
улица Варейкиса, 51;98;5;5
улица Варейкиса, 7;100;6;5
улица Варейкиса, 55;80;4;5
улица Варейкиса, 71;84;4;5
улица Варейкиса, 68;146;1;9
улица Варейкиса, 74;118;6;5
улица Варейкиса, 78;75;4;5
улица Героев Стратосферы, 1;33;6;4
улица Героев Стратосферы, 18/1;72;1;10
улица Героев Стратосферы, 22-б;60;3;5
улица Героев Стратосферы, 5;50;7;4
улица Героев Стратосферы, 18;68;7;4
улица Героев Стратосферы, 15;197;10;5
улица Героев Стратосферы, 4;34;4;4
улица Героев Стратосферы, 13-а;90;1;10
улица Героев Стратосферы, 22-а;60;3;5
улица Героев Стратосферы, 22;172;10;5
улица Героев Стратосферы, 22-в;40;2;5
улица Героев Стратосферы, 20;80;4;5
улица Героев Стратосферы, 8;34;3;4
улица Героев Стратосферы, 14;38;5;4
улица Героев Стратосферы, 16;47;7;4
улица Героев Стратосферы, 9-а;97;2;9
улица Героев Стратосферы, 24/1;64;4;5
улица Маршала Неделина, 27;180;2;10
улица Маршала Неделина, 27-б;83;2;10
улица Броневая, 6;142;1;9
улица Броневая, 3-а;70;4;5
улица Броневая, 8;89;1;9
улица Броневая, 10;143;1;9
улица Броневая, 12;130;1;9
улица Броневая, 1;32;2;5
улица Таранченко, 29-б;71;3;11
улица Таранченко, 31;78;4;5
улица Феоктистова, 4;61;4;5
улица Феоктистова, 2;44;3;5
улица Алексеевского, 20;58;3;5
улица Алексеевского, 18;58;3;5
улица Алексеевского, 25;79;1;17
улица 25 Октября, 50;43;3;4
улица 25 Октября, 31;125;1;4
улица 25 Октября, 15;66;4;6
улица 25 Октября, 39;32;3;5
улица 25 Октября, 33;82;5;5
улица Станкевича, 45 корпус 1;799;6;19
улица Станкевича, 45;287;3;13
улица Станкевича, 38;33;4;4
улица Станкевича, 1;82;5;5
улица Станкевича, 40;65;4;4
улица Станкевича, 4;85;4;5
улица Кардашова, 1;94;8;5
улица Кардашова, 2;49;5;5
улица Кардашова, 4;48;3;4
улица Цюрупы, 18;57;4;5
улица Цюрупы, 36;44;3;4
улица Цюрупы, 16;40;2;5
улица Цюрупы, 9;31;2;5
улица Чернышевского, 41;70;1;14
улица Степана Разина, 37;54;3;38
улица Степана Разина, 45;36;3;7
улица Степана Разина, 49;57;4;4
переулок Невский, 8;46;2;45
улица Курчатова, 24;179;6;9
улица Курчатова, 18;72;2;9
улица Курчатова, 16;72;2;9
улица Курчатова, 22-б;88;2;9
улица Курчатова, 26;130;7;6
улица Курчатова, 21;72;2;9
улица Курчатова, 14;72;2;9
улица Курчатова, 22;72;2;9
улица Курчатова, 28;87;2;9
улица Курчатова, 28-а;80;2;9
улица Курчатова, 22-а;88;2;9
улица Курчатова, 20;72;2;9
улица Курчатова, 36-е;98;2;10
улица Чебышева, 10;158;3;5
улица Чебышева, 12;158;3;5
улица Чебышева, 22;89;1;9
улица Чебышева, 16;70;4;5
улица Чебышева, 14;84;1;12
улица Чебышева, 24;96;1;9
улица Чебышева, 20;96;3;9
улица Чебышева, 6;80;2;9
улица Чебышева, 11;60;4;5
улица Ушинского, 2;80;4;5
улица Ушинского, 8;80;4;5
улица Ушинского, 6;40;2;5
улица Волжская, 17;32;2;4
улица Волжская, 52-а;70;4;5
улица Небольсина, 19;32;2;4
улица Небольсина, 13;64;4;4
улица Небольсина, 7;120;6;5
улица Небольсина, 9;48;3;5
улица Пекинская, 25;60;3;5
улица Цимлянская, 8;175;5;9
улица Цимлянская, 6;70;4;5
улица Цимлянская, 1;36;1;9
улица Цимлянская, 2;70;4;5
переулок Чаплыгина, 3;47;3;4
переулок Цимлянский, 8а;224;2;16
улица Арсенальная, 4-а;240;5;7
улица Арсенальная, 1;105;6;6
улица Коммунаров, 41-б;40;2;5
переулок Алтайский, 26;80;4;5
переулок Алтайский, 28;56;4;5
улица Ильюшина, 13/2;170;2;17
улица Чуйская, 7;355;9;10
улица Чуйская, 9;159;4;10
переулок Детский, 24;59;3;5
переулок Серафимовича, 14;120;3;10
улица Багряная, 16/1;108;6;4
улица Гродненская, 65;756;7;27
улица Гродненская, 6;129;3;10
улица Лихачева, 25;72;;4
улица Нижняя, 73;278;2;17
улица Подклетенская, 19;141;1;9
улица Остроухова, 1;56;4;5
улица Остроухова, 5;60;4;5
улица Остроухова, 3;60;4;5
улица Короленко, 5;101;4;9
набережная Массалитинова, 16/1;45;3;5
улица Паровозная, 61;111;10;5
улица Корольковой, 10 корп. 1;297;3;10
улица Корольковой, 10 корп. 2;240;3;10
улица Корольковой, 10 корп. 3;238;3;10
улица Корольковой, 10 корп. 5;120;3;10
улица Корольковой, 10 корп. 4;160;4;10
набережная Максима Горького, 49-б;628;4;18
переулок Газовый, 15-б;120;3;10
переулок Газовый, 15-д;322;4;17
переулок Газовый, 15-н;170;2;17
переулок Газовый, 15-л;168;2;17
переулок Газовый, 15-и;170;2;17
переулок Газовый, 15-м;152;2;17
переулок Газовый, 15-е;170;2;17
улица Маршала Одинцова, 15;107;3;9
улица Маршала Одинцова, 25б/3;691;4;19
улица Маршала Одинцова, 25Б/8;248;2;17
улица Маршала Одинцова, 25Б/9;439;4;18
улица Маршала Одинцова, 25Б/1;390;3;17
улица Маршала Одинцова, 2;233;5;9
улица Маршала Одинцова, 21;83;1;12
улица Маршала Одинцова, 25Б/11;219;2;17
улица Маршала Одинцова, 25Б/6;251;2;19
улица Маршала Одинцова, 25 б/2;691;6;17
улица Маршала Одинцова, 25Б/13;153;1;17
улица Маршала Одинцова, 25Б/12;208;2;17
улица Маршала Одинцова, 25-а;415;4;16
улица Маршала Одинцова, 25Б/7;151;1;17
улица Маршала Одинцова, 25Б/10;151;1;17
улица Маршала Одинцова, 9;68;4;5
улица Маршала Одинцова, 25Б/5;439;4;17
улица Маршала Одинцова, 25 б/4;474;4;19
улица Маршала Одинцова, 4;108;3;9
улица Маршала Одинцова, 21-а;136;1;9
улица Маршала Одинцова, 25;90;2;9
улица Маршала Одинцова, 27;144;4;9
улица Маршала Одинцова, 13;104;3;9
улица Маршала Одинцова, 11;117;8;5
переулок Парашютистов, 6;117;8;5
переулок Парашютистов, 10;144;4;9
переулок Парашютистов, 4;66;4;5
улица Куцыгина, 21;292;8;9
улица Куцыгина, 12;45;5;5
улица Куцыгина, 27;87;5;6
улица Куцыгина, 35;61;5;45
улица Куцыгина, 29-а;32;2;5
улица Куцыгина, 18;85;5;5
улица Куцыгина, 30;56;4;5
улица Куцыгина, 35/1;55;4;4
улица Куцыгина, 6;165;5;9
улица Куцыгина, 19;64;4;5
улица Новосибирская, 28;188;5;9
улица Новосибирская, 35;90;6;5
улица Новосибирская, 34;128;4;9
улица Новосибирская, 66;157;1;5
улица Новосибирская, 61;128;4;9
улица Новосибирская, 26;108;3;9
улица Новосибирская, 27;315;9;9
улица Новосибирская, 61-д;752;8;17
улица Новосибирская, 43-а;236;1;12
улица Новосибирская, 19;108;3;9
улица Новосибирская, 41;90;6;5
улица Новосибирская, 33-а;143;4;9
улица Новосибирская, 53;243;7;9
улица Новосибирская, 59;214;6;9
улица Новосибирская, 23/2;100;5;5
улица Новосибирская, 43;60;4;5
улица Новосибирская, 33;141;4;9
улица Новосибирская, 25/2;100;5;5
улица Новосибирская, 31;144;4;9
улица Новосибирская, 36;108;3;9
улица Новосибирская, 55;207;6;9
улица Новосибирская, 20;36;1;9
улица Новосибирская, 24;98;3;9
улица Новосибирская, 29;225;7;9
улица Новосибирская, 39;89;6;5
улица Новосибирская, 37;90;6;5
улица Новосибирская, 32;195;6;9
улица Кирова, 3;127;8;5
улица Кирова, 26;83;5;5
улица Кирова, 8;192;5;10
улица Кирова, 10;160;5;10
улица Кирова, 1;120;6;5
улица Кирова, 22;43;1;16
улица Кирова, 24;59;5;5
улица Кольцовская, 54;94;6;4
улица Кольцовская, 17;137;8;5
улица Кольцовская, 46;128;4;9
улица Кольцовская, 56;64;6;5
улица Кольцовская, 38;57;6;4
улица Кольцовская, 46-а;116;2;16
улица Кольцовская, 5;88;5;5
улица Кольцовская, 44;95;5;5
улица Кольцовская, 66;49;3;5
улица Кольцовская, 39;154;4;5
улица Кольцовская, 76;186;10;5
улица Кольцовская, 47;97;5;5
улица Кольцовская, 30-а;48;3;5
улица Кольцовская, 52;117;11;5
улица Кольцовская, 41;58;4;5
улица Кольцовская, 37/1;48;3;5
улица Кольцовская, 58;32;2;5
улица Кольцовская, 14;32;2;4
улица Кольцовская, 29;45;3;5
улица Кольцовская, 34;48;6;5
улица Кольцовская, 25;46;2;5
улица Кольцовская, 2;99;10;5
улица Кольцовская, 82;96;8;5
улица Кольцовская, 4;92;8;4
улица Кольцовская, 19;32;4;5
улица Кольцовская, 70;51;1;9
улица Кольцовская, 72;75;4;5
улица Кольцовская, 49;63;4;5
улица Кольцовская, 30;57;5;4
улица Кольцовская, 37/2;64;4;5
переулок Молдавский, 2;272;3;17
улица Коренцова, 11;297;3;10
улица Коренцова, 9;219;4;10
улица Коренцова, 7;290;4;10
улица Коренцова, 5;257;3;10
улица Коренцова, 1;153;1;17
улица Шидловского, 3;170;2;17
улица Загоровского, 1;1439;9;45
микрорайон Северный, 7;152;9;5
микрорайон Северный, 19;38;2;4
микрорайон Северный, 19а;57;2;7
улица Танеева, 8;68;4;5
улица Танеева, 10;69;4;5
улица Танеева, 9;72;2;9
улица Керамическая, 37;144;4;9
улица Керамическая, 42;97;6;5
улица Керамическая, 33;81;2;9
улица Комсомольская, 27-а;127;4;41
бульвар Олимпийский, 6;2545;17;17
бульвар Олимпийский, 12;1645;11;17
бульвар Олимпийский, 14;1600;12;17
переулок Скорняжный, 10;46;1;6
улица Новгородская, 125;143;4;9
улица Новгородская, 121;179;5;9
улица Новгородская, 137;143;4;9
улица Новгородская, 131;58;4;5
улица Новгородская, 139;80;1;12
улица Новгородская, 141;84;1;12
улица Новгородская, 135;56;4;5
улица Новгородская, 133;58;4;5
улица Новгородская, 127;82;1;12
улица Новгородская, 129;105;3;9
улица 232 Стрелковой Дивизии, 2;75;6;5
улица 232 Стрелковой Дивизии, 17;190;1;16
улица 232 Стрелковой Дивизии, 9;191;1;16
улица 232 Стрелковой Дивизии, 25;71;2;9
улица 232 Стрелковой Дивизии, 6;143;4;9
улица 232 Стрелковой Дивизии, 23;107;3;9
улица 232 Стрелковой Дивизии, 27;139;4;9
улица 232 Стрелковой Дивизии, 11;192;1;16
улица 232 Стрелковой Дивизии, 51;200;5;10
улица 232 Стрелковой Дивизии, 45;234;7;9
улица 232 Стрелковой Дивизии, 37;72;2;9
улица 232 Стрелковой Дивизии, 13;192;1;16
улица 232 Стрелковой Дивизии, 25-а;71;2;9
улица 232 Стрелковой Дивизии, 39;119;8;5
улица 232 Стрелковой Дивизии, 21;108;3;9
улица 232 Стрелковой Дивизии, 31;120;3;9
улица 232 Стрелковой Дивизии, 8;108;3;9
улица 232 Стрелковой Дивизии, 43;144;4;9
улица 232 Стрелковой Дивизии, 41;72;2;9
улица 232 Стрелковой Дивизии, 19;192;1;16
улица 232 Стрелковой Дивизии, 35;192;1;16
улица 232 Стрелковой Дивизии, 29;72;2;9
улица 232 Стрелковой Дивизии, 15;143;4;9
улица 121 Стрелковой Дивизии, 6;80;4;5
улица 121 Стрелковой Дивизии, 11/1;136;2;17
улица 121 Стрелковой Дивизии, 9;1063;1;42
улица 121 Стрелковой Дивизии, 11-б;270;4;17
улица 121 Стрелковой Дивизии, 60;83;1;12
улица 121 Стрелковой Дивизии, 3;50;4;5
улица 121 Стрелковой Дивизии, 16;129;4;9
улица 121 Стрелковой Дивизии, 56;70;4;5
улица 121 Стрелковой Дивизии, 50;90;2;4
улица 121 Стрелковой Дивизии, 11-а;253;4;1
улица 121 Стрелковой Дивизии, 11/2;136;2;17
улица 121 Стрелковой Дивизии, 50-а;226;4;11
улица 121 Стрелковой Дивизии, 58;100;6;5
улица 121 Стрелковой Дивизии, 54-а;81;1;9
улица 121 Стрелковой Дивизии, 18;52;1;12
улица 121 Стрелковой Дивизии, 54;100;6;5
улица Краснознамённая, 35;48;1;10
улица Краснознамённая, 171-а;64;4;5
улица Краснознамённая, 15;606;6;9
улица Краснознамённая, 131;76;4;5
улица Краснознамённая, 27;103;1;16
улица Краснознамённая, 92;60;1;11
улица Краснознамённая, 10;69;1;12
улица Краснознамённая, 171;121;3;40
улица Краснознамённая, 129;40;3;4
улица Краснознамённая, 167;66;1;2
улица Краснознамённая, 14;120;1;9
улица Краснознамённая, 12;66;1;12
улица Краснознамённая, 133;78;4;5
улица Лётчика Замкина, 48;74;2;10
улица Фёдора Тютчева, 97;270;3;9
улица Фёдора Тютчева, 93-а;249;1;25
улица Фёдора Тютчева, 95-и;270;3;9
улица Фёдора Тютчева, 95-м;263;3;9
улица Фёдора Тютчева, 95-л;260;3;9
улица Фёдора Тютчева, 95-е;268;3;9
улица Фёдора Тютчева, 93/5;340;4;17
улица Фёдора Тютчева, 93/1;396;2;18
улица Фёдора Тютчева, 93/3;432;3;18
улица Фёдора Тютчева, 99-а;289;4;17
улица Фёдора Тютчева, 95-а;270;3;9
улица Фёдора Тютчева, 93/2;432;3;19
улица Фёдора Тютчева, 95;270;3;9
улица Фёдора Тютчева, 103;160;1;17
улица Беляевой, 7;160;8;5
улица Беляевой, 2;170;1;5
улица Беляевой, 4;170;1;5
улица Беляевой, 6;174;1;5
улица Волго-Донская, 11;40;2;5
улица Волго-Донская, 10;96;6;5
улица Волго-Донская, 42;90;6;5
улица Волго-Донская, 36;70;4;5
улица Волго-Донская, 18;100;6;5
улица Волго-Донская, 8;56;4;5
улица Волго-Донская, 22;100;6;5
улица Волго-Донская, 30;70;4;5
улица Волго-Донская, 24-а;100;6;5
улица Волго-Донская, 32;56;4;5
улица Волго-Донская, 13;55;1;4
улица Волго-Донская, 28;70;4;5
улица Волго-Донская, 15;40;2;5
улица Гагарина, 65;40;3;4
улица Ключникова , 3;144;1;17
улица Ключникова , 8;220;3;10
улица Ключникова , 1;144;1;17
улица Ключникова , 6;217;3;10
улица Ключникова , 4;158;2;11
улица Весенняя, 3 ;153;1;17
улица Весенняя, 1-а;153;1;17
улица Весенняя, 2;151;1;17
улица Весенняя, 1;153;1;17
улица Ясная, 2;64;2;8
улица Ясная, 4;64;2;8
переулок Советский, 13;66;5;45
улица Первоцветная, 3;126;3;9
улица Первоцветная, 7;63;1;7
улица Степная, 58;100;1;5
улица Маяковского, 37/2;33;3;3
улица Маяковского, 37/3;36;4;3
улица Маяковского, 37/4;33;3;3
улица Маяковского, 31;45;5;3
улица Урицкого, 92;142;4;9
улица Урицкого, 128;125;7;5
улица Урицкого, 157;150;1;18
улица Урицкого, 82;99;4;7
улица Урицкого, 124;64;4;5
улица Урицкого, 62;54;3;5
улица Урицкого, 155;146;1;18
улица Урицкого, 88;180;1;5
улица Урицкого, 126;64;4;5
улица Урицкого, 90;142;1;5
улица Урицкого, 66-а;52;1;9
Ленинский проспект, 82;64;4;5
Ленинский проспект, 142;139;8;5
Ленинский проспект, 205;180;5;9
Ленинский проспект, 213;80;2;9
Ленинский проспект, 221;155;1;17
Ленинский проспект, 43;128;1;16
Ленинский проспект, 144-а;113;2;1
Ленинский проспект, 99;64;4;5
Ленинский проспект, 107;80;4;5
Ленинский проспект, 124-б;360;5;15
Ленинский проспект, 71-а;59;1;12
Ленинский проспект, 71;249;4;9
Ленинский проспект, 25/1;609;10;1
Ленинский проспект, 187;90;6;5
Ленинский проспект, 61;71;4;5
Ленинский проспект, 28/1;140;7;5
Ленинский проспект, 215;261;2;12
Ленинский проспект, 6/2;132;3;5
Ленинский проспект, 7/2;144;4;9
Ленинский проспект, 26/1;192;10;5
Ленинский проспект, 17;66;4;5
Ленинский проспект, 116;64;4;5
Ленинский проспект, 32;64;4;5
Ленинский проспект, 9/4;56;4;5
Ленинский проспект, 81;128;8;5
Ленинский проспект, 148;226;5;9
Ленинский проспект, 189;192;4;9
Ленинский проспект, 10-а;399;10;10
Ленинский проспект, 215-в;130;1;25
Ленинский проспект, 96-а;308;8;41
Ленинский проспект, 130;130;1;12
Ленинский проспект, 72;60;3;5
Ленинский проспект, 21;84;2;1
Ленинский проспект, 13;115;7;5
Ленинский проспект, 94/6;60;4;5
Ленинский проспект, 101/2;60;4;5
Ленинский проспект, 38;68;4;5
Ленинский проспект, 177;192;4;9
Ленинский проспект, 20/1;184;10;5
Ленинский проспект, 51;119;8;5
Ленинский проспект, 227;79;1;10
Ленинский проспект, 135;86;1;5
Ленинский проспект, 68;100;6;5
Ленинский проспект, 49;180;5;9
Ленинский проспект, 80/2;80;4;5
Ленинский проспект, 138;129;8;5
Ленинский проспект, 137;79;1;12
Ленинский проспект, 155/2;157;3;5
Ленинский проспект, 94/5;70;4;5
Ленинский проспект, 34;66;1;12
Ленинский проспект, 159;96;6;5
Ленинский проспект, 152;89;6;5
Ленинский проспект, 94/4;48;3;4
Ленинский проспект, 16;62;6;4
Ленинский проспект, 117;264;6;п
Ленинский проспект, 7/3;124;1;2
Ленинский проспект, 126;238;3;15
Ленинский проспект, 63;128;8;5
Ленинский проспект, 136;129;8;5
Ленинский проспект, 9/3;70;4;5
Ленинский проспект, 150;128;3;9
Ленинский проспект, 134;192;6;9
Ленинский проспект, 61-а;56;1;12
Ленинский проспект, 195;90;6;5
Ленинский проспект, 73;357;7;9
Ленинский проспект, 45;128;8;5
Ленинский проспект, 127;72;3;5
Ленинский проспект, 77;68;1;12
Ленинский проспект, 125;118;6;5
Ленинский проспект, 124-а;252;3;15
Ленинский проспект, 146;100;6;5
Ленинский проспект, 5;69;4;5
Ленинский проспект, 110;60;4;5
Ленинский проспект, 132;77;1;12
Ленинский проспект, 111;64;4;5
Ленинский проспект, 105/2;75;6;5
Ленинский проспект, 80/1;60;3;5
Ленинский проспект, 3/2;128;1;16
Ленинский проспект, 145;70;4;5
Ленинский проспект, 45-а;56;1;12
Ленинский проспект, 203;275;1;9
Ленинский проспект, 70;60;4;5
Ленинский проспект, 53;90;6;5
Ленинский проспект, 74;60;3;5
Ленинский проспект, 3;117;6;5
Ленинский проспект, 100-б;100;2;11
Ленинский проспект, 7/4;324;10;9
Ленинский проспект, 103;64;4;5
Ленинский проспект, 55;90;6;5
Ленинский проспект, 9;85;5;5
Ленинский проспект, 88;36;3;3
Ленинский проспект, 28/2;40;2;5
Ленинский проспект, 65;143;4;9
Ленинский проспект, 131;106;6;5
Ленинский проспект, 223;199;5;10
Ленинский проспект, 57;90;6;5
Ленинский проспект, 11;138;10;5
Ленинский проспект, 36;213;12;5
Ленинский проспект, 155/1;157;3;5
Ленинский проспект, 113;70;4;5
Ленинский проспект, 39;215;7;9
Ленинский проспект, 193;90;6;5
Ленинский проспект, 92/2;80;4;5
Ленинский проспект, 97/4;100;6;5
Ленинский проспект, 9/2;80;4;5
Ленинский проспект, 18;61;4;5
Ленинский проспект, 181;90;6;5
Ленинский проспект, 8/1;105;5;45
Ленинский проспект, 22/1;171;10;5
Ленинский проспект, 24/1;190;10;5
Ленинский проспект, 6/1;60;3;5
Ленинский проспект, 12;58;6;4
Ленинский проспект, 147;70;4;5
Ленинский проспект, 123;75;4;5
Ленинский проспект, 30;160;8;5
Ленинский проспект, 161;90;6;5
Ленинский проспект, 10;46;5;4
Ленинский проспект, 115;100;6;5
Ленинский проспект, 108;61;3;5
Ленинский проспект, 163;90;6;5
Ленинский проспект, 105/1;79;4;5
Ленинский проспект, 75;124;2;9
Ленинский проспект, 92/1;56;3;5
Ленинский проспект, 79;70;4;5
Ленинский проспект, 76;80;4;5
улица 40 лет Октября, 8;267;4;17
улица 40 лет Октября, 12;119;3;10
улица 40 лет Октября, 10;90;2;10
улица 40 лет Октября, 2;144;4;9
улица 40 лет Октября, 14;188;5;10
улица Машиностроителей, 90;72;4;5
улица Машиностроителей, 13/1;388;12;10
улица Машиностроителей, 82;225;2;17
улица Машиностроителей, 26-а;59;3;5
улица Машиностроителей, 51;96;6;4
улица Машиностроителей, 11;48;3;4
улица Машиностроителей, 47;48;3;4
улица Машиностроителей, 49;47;3;4
улица Машиностроителей, 94;70;4;5
улица Машиностроителей, 92;66;4;5
улица Машиностроителей, 39;32;2;4
улица Машиностроителей, 80;64;4;5
улица Комиссаржевской, 23;55;3;5
улица Комиссаржевской, 5;50;4;4
улица Комиссаржевской, 6-а;37;5;4
улица Комиссаржевской, 15-б;34;3;6
улица Комиссаржевской, 15;50;1;4
улица Комиссаржевской, 8-а;37;2;5
улица Комиссаржевской, 18;40;4;5
улица Комиссаржевской, 21;36;2;5
улица Комиссаржевской, 10-а;32;5;4
улица Комиссаржевской, 1;43;4;4
улица Ватутина, 14;66;4;5
